,Q1S,Q2S,Q3S,Q4S,Q5S,Q6S,Q7S,Q8S,Q9S,Q10S,Q11S,Q12S,Q13S,Q14S,Q15S,Q16S,Q17S,Q18S,Q19S,Q20S,Q21S,Q22S,Q23S,Q24S,Q25S,Q26S,Q27S,Q28S,Q29S,Q30S,Q31S,Q32S,age,gender,engnat
12453,4,3,5,4,5,5,3,5,3,3,2,2,3,5,0,3,5,4,4,2,5,2,1,3,3,2,5,5,5,4,5,4,22,2,1
12454,3,5,5,2,4,3,2,5,5,5,5,3,4,5,2,2,4,3,1,4,3,3,3,1,4,4,2,5,5,3,5,3,26,1,1
12455,1,5,4,3,5,4,3,1,4,5,3,4,5,5,2,4,2,0,2,3,5,3,2,2,2,4,4,4,1,4,4,2,27,1,2
12456,3,2,5,4,5,2,4,4,-2,-1,2,1,4,5,-1,2,4,0,0,3,-1,0,2,3,0,2,2,3,2,2,4,3,25,2,1
12457,5,4,5,3,5,3,3,2,2,1,2,2,1,4,0,0,5,5,3,5,0,0,3,3,2,3,3,4,4,1,4,5,27,2,1
12458,1,1,5,3,5,5,3,3,1,1,1,3,1,3,-1,-1,2,5,1,5,5,-1,1,3,-3,3,3,3,1,3,5,1,27,1,1
12459,5,5,4,5,5,5,5,5,-1,5,5,5,5,5,3,5,5,5,5,4,5,5,3,5,4,5,5,5,3,3,1,5,19,1,1
12460,2,3,4,2,5,3,2,1,1,4,1,5,5,5,0,1,5,1,0,3,4,-1,1,1,3,5,2,2,4,4,4,1,21,2,2
12461,1,1,4,2,3,2,3,1,3,5,5,5,5,5,5,3,3,0,1,3,5,5,3,2,-1,4,1,3,1,4,3,1,20,1,2
12462,1,3,5,3,3,3,3,2,5,3,0,2,0,4,0,1,4,4,2,1,2,2,1,2,1,2,3,-4,3,3,3,3,18,2,1
12463,3,3,5,3,5,5,3,1,3,5,3,3,3,3,-3,-1,5,5,3,5,5,1,3,5,-1,1,-1,3,3,1,5,5,58,2,1
12464,1,4,5,3,5,4,4,4,1,3,2,4,5,4,0,2,5,4,4,5,4,1,2,2,0,4,4,3,3,5,5,3,30,1,1
12465,3,3,5,3,5,3,3,3,3,3,3,3,3,5,1,3,5,5,3,5,5,3,1,3,1,3,1,5,5,5,5,3,33,1,1
12466,0,3,1,4,2,2,1,1,2,5,2,1,4,4,-1,2,1,-1,2,4,1,1,1,0,0,2,1,2,2,1,1,0,41,2,2
12467,4,3,4,4,4,3,2,3,3,3,3,4,2,5,0,2,2,3,4,2,3,4,1,3,3,5,2,4,3,3,2,1,18,1,1
12468,3,5,5,3,5,3,3,3,-1,-1,1,0,3,3,0,-1,4,3,1,3,3,3,1,1,-1,1,3,3,3,0,5,3,23,2,1
12469,2,1,3,3,4,3,1,3,-2,-1,1,2,1,4,-2,1,3,3,2,3,5,0,1,1,1,2,3,5,1,4,2,4,20,1,1
12470,1,3,4,2,5,2,3,3,3,5,3,3,5,5,0,3,4,5,3,3,5,2,2,2,1,3,0,5,3,0,1,2,25,1,1
12471,4,3,5,3,5,5,3,2,-2,-1,0,3,3,4,-2,3,3,5,1,3,3,1,3,0,0,5,1,5,4,4,5,3,18,1,1
12472,1,3,5,1,5,5,3,3,5,3,3,5,5,5,1,5,5,5,0,5,3,-1,3,5,1,3,1,1,5,3,3,5,56,2,1
12473,0,0,3,2,4,2,1,2,3,3,2,4,3,5,1,2,2,3,1,3,5,4,2,2,-2,2,1,5,1,3,2,0,21,1,2
12474,3,2,5,5,3,3,0,1,-2,1,2,3,0,4,0,1,2,2,-1,1,0,0,1,1,2,1,4,1,0,3,2,0,17,2,2
12475,0,0,4,1,5,3,1,1,2,1,1,3,1,4,0,2,1,1,0,2,4,3,0,2,0,5,3,5,0,2,2,1,16,1,1
12476,3,4,4,2,5,5,4,4,0,0,0,0,1,4,0,2,5,2,4,5,3,1,1,2,0,2,4,3,4,3,5,4,24,2,1
12477,5,5,5,5,5,4,4,4,4,4,4,1,3,5,1,3,5,4,0,5,3,3,3,4,2,3,4,5,0,2,5,4,38,2,2
12478,4,5,5,4,5,5,4,5,1,2,3,3,4,5,2,2,5,4,0,4,4,4,2,4,2,4,4,3,5,5,5,5,44,2,1
12479,3,3,5,3,5,3,3,1,-1,3,1,-1,2,5,-1,1,3,1,0,2,3,0,3,1,-1,1,2,3,2,2,5,2,18,2,1
12480,-3,2,0,0,0,0,2,1,1,0,0,1,1,0,0,1,0,0,0,0,2,0,1,2,0,2,0,-2,2,0,0,0,18,2,1
12481,4,4,3,2,2,4,2,2,1,2,1,2,3,5,0,1,3,3,2,2,3,2,2,3,2,3,3,3,3,2,3,1,20,2,2
12482,3,0,4,3,1,3,4,2,2,3,1,1,3,5,0,3,1,1,0,0,3,1,2,1,0,1,2,5,0,1,3,1,20,1,1
12483,3,2,5,5,5,5,3,5,-1,1,3,5,1,4,0,3,1,3,5,5,4,4,4,3,0,5,5,3,3,3,3,3,18,1,1
12484,1,2,4,5,5,4,0,1,3,5,5,1,3,5,1,1,5,1,3,3,3,3,1,2,-1,1,1,1,3,3,5,3,26,2,2
12485,1,2,4,4,2,2,2,1,3,3,2,2,4,5,0,1,2,0,1,2,0,1,2,3,1,2,4,1,0,3,3,0,35,1,2
12486,2,2,4,5,3,4,2,0,3,5,2,2,3,5,2,2,2,4,4,3,1,2,1,2,1,1,2,4,3,2,5,3,24,2,2
12487,-1,-1,2,2,3,4,3,3,3,2,2,2,3,5,2,3,4,4,2,1,4,3,2,3,1,5,2,0,3,4,2,-1,19,1,2
12488,1,0,5,0,4,4,3,4,2,2,2,2,5,4,1,1,1,-1,2,4,4,0,1,2,2,2,2,3,2,1,2,3,22,1,1
12489,1,1,5,3,5,5,5,-1,5,5,-1,5,3,5,-1,3,3,3,-1,-1,5,5,3,3,1,5,3,5,5,1,5,1,15,2,1
12490,5,5,4,5,4,5,4,2,3,4,3,1,1,5,0,2,5,1,2,2,4,3,2,4,3,3,4,5,3,3,5,2,18,2,1
12491,-2,-1,3,3,1,4,0,1,0,-1,2,2,5,3,-1,1,5,1,0,2,5,0,1,2,0,1,3,5,1,1,1,4,21,2,2
12492,2,3,4,4,2,2,2,3,0,0,3,3,3,5,1,3,3,2,5,2,0,0,3,1,0,3,3,5,3,1,4,2,16,2,1
12493,0,0,3,2,3,4,1,0,-1,4,2,3,5,5,2,2,3,3,0,3,5,5,1,1,0,2,3,3,3,2,4,1,35,1,2
12494,1,2,3,1,5,4,4,5,3,5,3,3,4,5,1,1,5,2,4,3,5,5,4,2,0,5,2,5,3,1,3,3,28,1,2
12495,-1,2,2,2,2,2,1,3,5,5,3,5,5,5,2,3,3,0,0,0,5,4,5,3,0,5,0,5,-1,2,0,0,20,1,2
12496,1,1,5,0,5,5,5,4,1,1,2,3,5,5,0,3,4,5,1,3,4,1,2,5,-1,3,1,2,2,3,3,3,35,1,1
12497,3,1,4,4,4,4,2,1,4,3,2,3,2,4,-1,1,5,1,2,3,2,-1,3,2,-1,5,4,3,3,2,4,3,19,2,1
12498,5,5,5,2,5,5,5,1,5,5,5,3,5,5,1,0,5,5,3,5,5,-1,3,3,1,3,2,5,5,5,5,5,42,1,1
12499,0,1,4,0,4,4,2,4,5,5,5,2,5,5,3,2,3,3,0,3,5,3,3,3,0,4,2,5,3,4,3,0,21,1,2
12500,0,-1,1,2,2,1,3,3,3,2,2,3,4,5,3,2,3,0,4,3,5,4,1,2,0,2,3,4,3,2,-1,1,25,1,2
12501,4,5,5,4,5,4,3,5,4,2,2,2,4,4,0,1,4,3,3,4,1,1,1,3,1,3,3,4,3,4,3,4,24,1,1
12502,2,2,5,4,5,4,2,4,2,2,2,1,5,5,1,2,5,3,3,4,5,2,1,2,0,2,4,2,0,2,4,4,28,2,2
12503,2,1,5,2,4,3,2,3,5,5,3,5,5,5,1,3,3,4,1,3,5,5,2,3,2,3,3,3,3,5,1,0,24,1,2
12504,1,1,3,4,4,3,1,2,2,3,2,2,1,5,-3,1,-1,1,2,1,2,0,1,-1,1,2,2,3,2,1,3,1,21,2,2
12505,1,2,4,4,2,3,0,2,3,3,3,3,3,5,-2,2,5,1,1,2,4,1,0,2,1,1,3,5,3,3,3,4,18,2,2
12506,3,4,5,3,5,4,4,4,1,-1,2,0,-1,4,-2,0,5,3,3,5,2,-1,-1,3,1,3,3,3,3,4,3,4,36,2,1
12507,1,3,5,1,5,5,3,1,3,5,3,3,3,5,-1,1,3,5,3,3,5,3,1,5,1,3,1,5,5,1,3,1,23,1,1
12508,2,2,3,2,3,3,2,2,0,1,2,0,3,5,1,3,3,2,-1,2,5,2,1,1,0,4,3,5,2,1,2,1,19,1,1
12509,5,5,5,3,5,4,4,5,5,5,3,5,5,5,-1,3,5,5,3,5,5,5,4,5,3,5,4,3,2,4,3,5,43,1,1
12510,2,3,5,3,5,3,4,3,0,2,2,3,1,4,0,2,5,3,3,5,3,1,2,4,-1,3,3,5,3,2,3,3,44,2,1
12511,5,5,4,5,5,4,3,4,2,5,4,3,1,5,0,1,5,4,3,4,4,1,4,5,0,3,4,5,4,4,5,5,49,2,1
12512,0,5,1,3,2,1,3,1,2,4,1,0,3,5,0,1,2,2,0,2,3,1,0,0,-1,2,2,3,2,2,1,1,20,2,2
12513,5,5,5,5,5,5,3,3,3,5,3,5,5,5,5,3,0,5,3,3,5,5,3,5,5,5,1,5,3,3,5,5,13,2,1
12514,5,5,4,3,5,4,3,5,2,2,3,5,5,5,3,3,4,5,3,4,5,2,2,5,2,3,3,5,4,5,5,2,24,1,1
12515,-1,0,3,3,3,5,3,-1,5,4,3,3,-2,5,3,-1,-1,1,-1,1,3,3,-1,1,1,3,5,5,-1,3,2,-3,16,1,2
12516,3,4,4,2,5,4,4,4,-2,3,2,5,4,4,-1,1,3,4,4,5,4,1,2,3,0,5,3,4,4,3,4,3,30,1,1
12517,2,5,3,5,5,5,2,2,1,3,2,5,0,3,1,0,5,1,1,1,4,3,3,1,-2,-1,2,2,0,1,5,3,18,2,2
12518,0,3,4,2,5,3,3,5,5,-1,2,2,3,5,0,1,4,5,2,5,5,4,2,4,3,4,2,3,5,5,5,3,19,1,1
12519,1,1,3,3,5,3,3,5,2,1,3,1,3,5,-1,2,3,3,3,5,5,5,3,-1,1,2,4,5,1,5,3,1,19,1,1
12520,3,3,3,1,5,5,3,3,5,3,3,5,1,3,-1,1,5,3,3,5,3,1,1,3,1,3,1,3,5,1,5,3,16,1,1
12521,3,5,5,5,5,3,3,1,1,5,5,1,4,5,-3,1,5,4,3,1,3,-1,1,3,0,1,5,3,3,0,5,5,48,2,1
12522,2,3,5,3,2,4,3,1,2,2,2,3,5,5,4,2,3,4,1,3,4,5,1,3,0,2,2,3,2,0,3,3,29,1,2
12523,5,5,5,5,5,5,4,3,5,4,3,3,3,3,-3,1,5,5,5,5,3,-3,3,4,-1,2,3,1,4,1,5,5,46,2,1
12524,1,3,3,4,3,3,3,2,1,1,1,2,1,5,-1,0,3,2,2,3,1,1,2,2,0,2,3,5,1,2,2,1,16,1,1
12525,5,3,3,5,5,4,3,3,5,0,5,3,3,5,-1,2,5,3,5,5,2,2,2,5,0,1,4,3,3,2,3,5,31,2,1
12526,2,2,2,3,4,5,4,3,1,4,3,3,0,3,-1,1,5,4,3,5,5,1,2,3,1,3,3,4,5,2,5,5,52,2,1
12527,2,3,4,1,3,2,-1,1,4,4,4,0,3,5,2,1,4,5,1,4,3,2,2,2,1,4,3,4,4,3,2,3,17,1,1
12528,5,5,5,3,5,5,1,5,1,1,1,3,1,4,-2,3,5,1,4,5,0,5,3,5,1,1,3,3,1,3,3,1,29,2,1
12529,0,2,4,4,5,4,3,2,4,3,2,2,1,4,-1,1,1,0,1,0,4,0,3,2,0,1,3,0,0,0,5,1,21,2,2
12530,3,4,5,5,5,5,5,5,0,3,2,3,3,5,-1,2,5,4,2,5,5,1,2,4,0,3,5,4,5,1,5,3,32,2,1
12531,0,3,1,5,3,3,1,2,-1,1,1,0,2,5,0,1,2,1,1,3,3,2,2,2,1,2,1,2,1,-1,1,2,18,2,2
12532,4,5,3,3,2,4,0,1,0,5,1,3,0,5,1,0,5,1,0,1,0,0,1,4,4,3,0,5,3,0,1,4,13,2,1
12533,-1,0,4,0,5,2,1,0,3,5,5,5,1,5,3,1,5,3,3,4,5,4,3,2,2,5,-1,1,3,3,4,2,77,1,2
12534,3,3,3,4,3,4,2,1,3,3,2,2,4,5,1,2,5,3,3,2,4,3,3,2,2,2,2,1,2,3,3,4,28,2,2
12535,2,1,3,2,4,3,3,3,4,5,1,4,3,5,2,2,5,-1,5,5,5,5,1,4,3,2,3,5,5,3,4,3,22,1,1
12536,3,3,5,3,4,2,2,1,0,1,0,0,0,4,0,0,4,3,0,3,1,0,1,2,0,2,3,2,3,2,1,1,19,2,1
12537,4,5,4,3,3,4,3,4,5,5,4,5,3,5,1,1,4,4,2,4,4,3,3,3,4,4,3,4,3,4,5,5,63,1,1
12538,-1,1,5,-1,5,5,3,3,4,5,5,3,5,5,3,1,3,-1,-1,1,3,3,1,4,3,3,3,5,3,3,3,1,30,1,2
12539,3,1,5,3,3,4,1,3,4,1,1,1,1,4,0,0,5,3,1,4,5,3,3,-1,0,3,3,4,2,2,3,3,18,0,1
12540,2,2,3,5,5,4,3,5,4,2,3,4,1,5,0,2,5,4,5,2,2,5,5,1,-1,3,5,4,5,-1,4,3,33,2,1
12541,4,4,5,5,3,5,3,5,4,5,4,3,3,3,0,2,5,5,5,5,5,2,2,5,1,4,5,3,4,4,4,4,38,1,1
12542,5,5,5,3,5,3,4,5,5,5,2,1,4,5,2,3,5,5,3,5,5,2,2,5,3,4,3,5,4,3,5,5,39,1,1
12543,1,-1,3,2,3,3,3,1,2,3,1,-1,4,5,1,1,2,1,-1,2,3,3,2,2,-1,2,1,-1,-1,-1,-1,1,26,1,2
12544,5,5,5,4,5,3,3,5,1,4,2,4,4,5,2,4,5,5,3,5,5,1,2,5,4,5,4,4,5,5,5,5,32,1,1
12545,2,3,4,3,4,4,1,0,-3,3,3,3,0,4,-1,-1,1,3,0,1,3,0,2,1,2,0,1,4,2,0,4,3,22,2,2
12546,-1,1,3,5,0,3,2,2,2,2,2,4,-1,5,0,1,4,3,2,1,4,-1,4,2,-1,1,2,2,0,0,3,2,18,2,2
12547,0,3,5,2,5,4,2,5,2,4,5,5,5,5,3,3,3,5,3,5,4,4,3,3,2,4,2,4,4,5,3,3,40,1,1
12548,1,-1,5,2,3,4,3,3,2,2,2,1,0,3,0,1,2,3,0,2,3,0,2,4,-1,2,2,4,1,3,2,1,15,2,1
12549,3,5,4,5,5,4,4,4,3,5,4,3,3,5,3,3,5,4,2,5,3,5,3,3,1,2,4,5,4,3,4,4,23,2,1
12550,3,3,4,2,5,5,4,5,3,1,3,5,4,5,1,2,5,4,2,5,4,2,2,5,1,3,3,3,4,4,5,4,21,1,1
12551,1,3,4,3,5,4,3,3,5,5,3,3,3,4,0,3,5,5,3,5,5,3,1,5,0,5,1,-1,4,0,3,4,52,1,1
12552,1,4,3,2,5,2,2,4,1,1,2,-1,3,4,1,0,2,0,5,4,4,2,2,2,5,0,3,5,2,2,2,2,17,1,1
12553,3,5,5,3,3,3,2,0,4,3,0,3,2,4,0,0,5,2,1,3,0,1,3,2,1,2,3,4,3,1,3,3,17,2,1
12554,3,1,3,3,5,3,-1,1,1,1,-1,2,-1,3,-3,-1,3,1,-1,1,3,0,-1,-1,1,-1,1,3,1,1,5,3,18,2,1
12555,3,5,5,5,3,4,3,3,1,3,1,3,3,3,0,-1,5,3,-1,3,3,-2,3,3,1,-1,0,3,3,1,4,3,18,3,1
12556,3,4,4,2,5,4,3,5,2,2,2,3,4,5,1,1,4,4,1,5,5,3,3,2,0,4,3,5,4,4,4,4,22,1,1
12557,0,0,0,0,0,2,0,2,0,1,0,3,5,5,0,1,2,0,0,3,0,0,1,0,0,3,-1,0,0,0,0,0,22,1,1
12558,3,-1,5,3,5,5,3,1,5,3,1,3,3,3,-1,1,5,1,-1,1,3,3,-1,5,1,-1,3,5,5,1,5,3,19,2,1
12559,2,2,4,5,3,3,3,2,2,2,1,3,5,5,0,1,4,3,1,1,5,1,2,2,1,4,5,5,3,3,3,2,20,2,2
12560,3,1,2,3,4,3,4,5,5,4,5,5,5,5,3,3,3,3,3,2,4,4,3,5,2,2,3,2,3,5,3,4,36,1,2
12561,-1,1,3,1,5,3,5,4,-1,1,1,3,0,4,-2,2,3,3,2,1,5,5,1,1,1,3,3,2,3,3,2,1,17,1,1
12562,0,-1,2,3,3,3,2,2,4,4,3,5,4,5,0,0,3,0,0,1,5,3,2,1,0,3,0,5,2,1,1,0,18,1,2
12563,5,5,4,5,5,5,2,3,3,0,2,1,3,5,0,2,5,2,5,3,2,1,-1,3,-2,3,4,3,5,4,5,5,31,2,1
12564,1,3,5,3,5,4,2,5,0,-1,5,1,4,5,0,0,4,4,0,3,4,5,2,3,1,4,1,5,2,5,2,1,29,1,1
12565,1,1,5,3,3,3,1,3,3,-3,-1,1,3,5,-1,1,5,3,-1,1,3,1,1,1,-1,3,1,1,3,1,5,3,17,2,1
12566,0,2,3,1,5,3,3,5,3,4,2,3,3,5,3,1,5,5,4,3,3,2,1,2,0,4,3,5,4,5,3,4,36,1,1
12567,3,3,3,5,5,3,3,1,5,5,3,5,3,3,1,-1,5,5,3,3,5,1,3,5,3,3,1,3,5,2,3,5,52,2,1
12568,5,3,5,2,3,3,5,5,-3,-1,2,0,3,3,0,3,5,3,1,5,3,1,3,5,3,1,1,5,3,-1,3,4,17,3,1
12569,2,5,5,4,5,5,3,3,3,1,3,1,2,4,0,0,5,4,5,3,3,-1,3,2,0,5,3,4,4,4,5,3,17,2,1
12570,0,0,1,0,4,1,1,0,5,4,4,5,4,5,5,2,2,1,0,1,5,3,1,-1,1,1,-1,3,0,1,1,3,15,1,2
12571,5,4,5,3,5,5,4,3,0,4,3,5,5,5,5,3,5,3,5,5,5,5,2,4,3,5,5,5,5,5,5,4,35,1,1
12572,4,2,3,5,5,4,3,3,3,3,1,2,5,4,0,2,5,3,3,3,3,1,2,2,-3,2,3,4,2,2,4,4,23,2,1
12573,2,0,3,2,4,3,1,3,-1,1,1,3,3,5,3,1,3,0,0,1,5,2,1,1,0,3,0,3,0,3,1,0,21,2,2
12574,0,4,4,2,4,2,1,2,3,2,0,2,1,4,0,3,3,1,0,1,2,2,2,2,0,4,2,4,4,3,2,2,20,1,1
12575,3,4,5,4,5,5,0,3,3,1,1,3,2,3,0,2,5,4,3,5,3,5,3,1,1,5,3,5,1,1,5,4,19,2,1
12576,2,5,4,2,4,4,3,4,3,5,4,5,3,5,3,1,5,3,2,4,4,2,1,4,0,3,2,4,3,5,4,4,55,1,0
12577,5,4,5,4,5,4,2,4,5,5,3,2,3,5,2,3,5,5,1,4,5,2,2,5,3,5,4,4,4,4,4,5,20,1,1
12578,0,1,2,1,0,0,0,2,-1,3,2,3,3,5,4,2,1,1,0,3,5,2,0,2,-2,5,0,2,0,4,2,0,21,1,2
12579,2,5,4,3,5,4,3,5,5,5,3,5,4,5,1,2,5,5,3,4,4,4,3,4,4,3,4,5,5,3,4,4,22,2,1
12580,3,4,4,5,4,3,1,2,3,2,4,1,3,4,-1,0,3,0,3,2,2,0,2,2,1,2,4,2,0,2,5,-2,28,2,2
12581,1,1,3,1,3,1,3,2,1,3,3,2,5,5,2,-1,4,0,1,3,5,5,1,1,1,5,1,5,1,3,5,1,25,1,2
12582,1,5,2,2,4,3,1,4,-2,3,1,4,3,5,1,2,3,3,2,2,3,3,3,2,1,3,3,5,2,3,2,3,18,1,1
12583,1,4,3,3,5,5,5,4,3,2,3,2,3,5,1,2,3,5,4,3,5,4,2,3,4,4,3,4,4,2,4,3,24,1,1
12584,0,3,3,1,3,4,3,0,3,3,3,5,3,5,0,2,1,1,2,1,5,1,1,2,1,3,3,5,2,2,2,1,20,1,2
12585,5,5,5,4,5,5,3,1,5,5,5,3,5,5,0,2,5,4,-1,5,3,5,1,3,1,3,3,1,4,-1,4,5,32,2,1
12586,1,5,5,5,5,5,5,3,5,5,1,3,4,3,-1,1,5,5,5,5,3,5,1,3,-2,2,5,3,5,1,5,3,37,2,1
12587,4,5,4,5,5,3,5,1,3,1,-1,1,0,4,0,0,5,2,0,5,2,0,0,2,1,3,4,3,4,2,5,5,18,2,1
12588,1,0,4,1,3,2,3,3,-3,0,4,3,3,3,0,1,3,3,1,3,3,0,1,1,1,2,1,5,3,2,1,1,16,1,1
12589,3,4,5,4,2,3,4,2,2,0,0,1,0,4,0,0,4,2,2,4,0,0,1,1,1,2,2,5,2,0,3,4,14,2,1
12590,5,5,4,4,5,4,4,5,5,3,4,2,4,4,0,3,5,5,5,4,5,1,2,5,2,3,3,4,4,2,5,5,55,2,1
12591,5,5,5,3,5,3,5,3,1,1,3,1,1,5,2,3,5,3,1,5,1,1,1,1,-1,1,3,5,3,1,5,1,15,3,1
12592,0,1,5,4,5,5,1,5,2,-1,2,2,3,5,3,4,3,3,3,3,4,4,2,1,0,3,4,5,3,4,5,3,26,1,1
12593,5,4,5,3,5,5,4,5,3,4,1,2,3,4,-2,2,4,3,3,5,5,1,1,5,0,5,4,0,2,3,4,4,51,1,1
12594,5,3,4,2,5,3,3,2,2,1,1,1,2,4,0,1,3,2,0,4,2,0,1,2,0,2,4,4,1,0,3,3,18,2,1
12595,3,1,5,5,5,4,4,3,5,5,5,4,4,5,1,3,5,5,2,5,5,2,4,5,1,5,1,4,5,5,5,5,26,1,1
12596,3,1,5,3,4,5,5,5,-1,-1,-1,3,1,3,-3,1,5,1,3,3,3,3,1,3,-3,-1,3,3,3,3,5,3,35,1,1
12597,-1,3,3,3,5,5,1,4,-3,-1,3,3,1,3,1,1,5,5,1,3,3,1,1,2,1,0,3,3,1,0,5,1,26,2,1
12598,1,2,4,3,5,4,4,5,2,3,2,3,3,4,-1,1,2,1,0,2,4,5,3,2,0,3,3,3,3,1,5,2,23,1,1
12599,2,3,5,1,5,4,3,3,3,1,1,3,2,4,1,1,5,3,2,3,4,0,1,-1,-1,3,3,3,3,1,4,2,21,2,1
12600,1,0,3,4,3,5,3,5,4,5,5,5,3,5,-1,2,0,3,5,4,5,5,3,3,0,5,3,3,1,3,1,3,30,1,2
12601,1,1,1,1,1,3,1,3,3,-1,-1,1,-1,3,-1,1,1,3,-1,1,3,1,1,1,1,-1,-1,1,3,1,0,1,17,1,1
12602,5,1,5,4,5,3,3,4,4,2,3,4,2,5,-1,3,5,2,4,4,3,0,2,5,-1,3,4,4,5,1,5,3,36,2,1
12603,4,4,4,4,5,4,3,5,5,5,3,5,4,5,4,3,4,3,3,3,4,5,1,4,3,5,3,5,4,5,5,4,18,1,1
12604,3,4,5,3,2,1,3,5,5,2,4,3,4,5,1,2,4,2,2,3,5,3,2,3,1,5,3,4,4,3,5,1,22,1,2
12605,1,4,2,3,4,4,3,0,5,5,4,5,5,5,2,1,3,3,5,4,5,3,5,2,2,3,4,4,2,4,3,1,43,1,2
12606,3,4,4,4,5,4,3,5,3,3,3,4,4,5,1,3,4,4,4,5,5,4,3,4,2,3,3,4,4,5,4,2,34,1,1
12607,3,5,5,4,2,4,1,5,-1,2,1,1,3,5,1,1,5,4,2,5,3,1,1,2,1,4,3,5,4,2,3,4,25,2,1
12608,0,-1,3,2,3,2,3,3,1,1,2,0,4,5,-1,2,4,1,2,1,4,2,2,2,0,2,2,3,4,2,-2,0,19,2,2
12609,2,4,4,4,4,3,0,2,4,4,3,3,4,4,0,-1,4,2,2,4,2,2,4,3,1,3,3,4,4,3,2,3,18,2,1
12610,5,5,5,3,4,5,4,4,5,4,4,2,4,4,1,2,5,3,2,5,3,1,3,3,3,3,4,4,5,3,5,5,21,2,1
12611,1,4,3,2,5,3,-1,2,2,3,3,3,2,5,1,2,4,3,1,1,4,5,-3,2,-1,5,1,5,2,4,4,2,14,1,1
12612,3,3,4,5,5,4,3,5,4,3,3,4,3,4,0,0,5,5,4,5,4,3,2,4,5,4,4,5,4,2,5,5,35,2,1
12613,5,5,5,3,5,4,5,1,4,3,3,3,3,4,0,4,5,5,3,5,3,1,2,0,4,3,3,3,5,2,5,5,19,2,2
12614,0,0,3,5,0,2,1,0,2,5,4,5,2,4,0,-1,3,2,0,3,4,0,2,0,0,1,2,0,3,2,0,0,17,2,2
12615,4,2,5,4,5,4,3,4,1,3,4,2,3,5,0,3,1,3,3,3,4,3,3,3,-1,3,3,5,4,2,4,1,17,1,1
12616,0,3,4,3,2,2,0,2,0,4,4,2,5,5,3,5,3,3,1,2,5,3,4,0,2,5,2,5,1,5,3,1,16,1,1
12617,1,3,5,3,0,3,1,1,3,3,3,3,1,3,0,-3,1,1,1,3,3,-1,3,-1,1,5,1,5,1,3,3,3,17,1,1
12618,2,3,4,4,5,5,3,3,4,4,5,4,3,5,-1,2,5,4,5,4,5,1,2,3,1,4,4,2,4,3,5,4,55,2,1
12619,4,4,4,3,5,5,3,4,4,5,3,3,3,5,4,3,5,5,5,5,5,2,2,4,5,5,3,2,4,4,5,5,49,1,1
12620,2,5,5,4,5,4,3,5,1,2,2,2,4,4,1,3,4,5,1,4,3,3,3,4,3,5,1,3,5,4,5,4,28,1,1
12621,2,1,3,3,3,3,3,4,1,5,4,4,5,5,3,3,3,3,-1,2,5,4,1,1,4,5,2,4,1,3,1,2,30,1,2
12622,1,1,2,0,3,3,1,3,3,1,0,2,0,4,0,0,3,2,0,3,0,1,1,0,0,3,0,3,1,3,1,0,13,1,1
12623,3,3,5,2,5,5,2,3,4,3,2,2,3,5,2,1,5,5,1,5,4,4,1,2,-1,4,2,4,3,4,3,3,22,1,1
12624,0,2,2,2,3,3,0,4,0,1,1,1,5,5,-1,2,2,2,0,1,2,3,1,0,-2,3,2,3,3,3,2,3,20,1,1
12625,2,1,4,2,5,5,3,4,4,5,4,5,5,5,4,5,5,3,5,4,5,5,3,3,3,5,2,2,4,5,5,4,41,1,1
12626,4,5,4,5,5,4,3,2,2,3,3,1,1,2,-1,-1,5,2,5,5,5,1,2,4,2,3,3,1,4,2,4,4,44,2,1
12627,1,5,5,5,5,5,3,5,4,4,2,1,2,4,0,2,5,3,5,5,1,2,2,5,2,3,5,4,4,3,3,5,30,2,1
12628,1,3,5,5,5,3,3,5,1,-1,1,1,4,4,-3,1,4,3,3,1,3,3,0,1,1,3,1,3,1,1,3,3,25,2,1
12629,-1,1,2,0,1,3,2,-1,-1,-1,-1,1,1,4,-1,2,1,1,-1,3,2,1,1,1,0,2,2,0,0,1,3,-1,18,1,1
12630,1,1,5,2,5,5,1,5,3,5,2,3,5,5,4,5,5,5,3,5,5,4,3,5,1,5,2,4,3,5,5,5,30,1,1
12631,2,3,4,1,2,3,2,2,0,1,4,1,4,5,-1,1,4,5,0,0,4,0,1,2,1,3,2,4,3,3,2,2,18,1,1
12632,2,4,5,3,4,4,2,2,1,1,1,1,1,4,0,2,4,2,0,4,4,0,2,3,0,2,5,3,2,3,4,1,21,3,1
12633,2,4,3,0,5,2,0,2,3,5,3,5,-2,3,0,2,0,3,2,3,3,2,2,4,-1,4,2,0,2,-1,5,3,72,1,1
12634,3,4,4,3,4,5,0,2,5,5,2,3,5,5,5,4,5,5,2,4,5,1,3,1,1,4,3,3,3,5,4,5,53,1,1
12635,5,5,5,3,5,5,3,2,5,5,3,5,4,3,-3,0,5,3,5,5,3,1,1,5,1,3,1,0,4,3,5,5,55,1,1
12636,3,4,5,4,5,3,3,3,5,5,5,2,0,3,0,1,5,3,5,4,5,1,1,5,2,5,3,0,4,1,4,4,70,1,1
12637,1,3,3,3,3,3,3,3,1,2,1,2,3,4,0,3,2,0,2,2,4,0,1,1,0,2,4,5,0,2,4,0,21,2,2
12638,2,1,4,3,5,4,2,2,3,5,4,5,5,5,1,0,3,0,3,4,5,2,2,5,-2,4,5,0,2,5,5,1,34,1,2
