,Q1S,Q2S,Q3S,Q4S,Q5S,Q6S,Q7S,Q8S,Q9S,Q10S,Q11S,Q12S,Q13S,Q14S,Q15S,Q16S,Q17S,Q18S,Q19S,Q20S,Q21S,Q22S,Q23S,Q24S,Q25S,Q26S,Q27S,Q28S,Q29S,Q30S,Q31S,Q32S,age,gender,engnat
189,1,2,5,1,3,5,3,3,5,5,5,5,5,5,1,3,2,3,3,4,5,5,4,2,1,1,3,4,2,4,5,1,29,1,2
190,0,4,5,3,4,1,2,2,0,3,2,1,-1,4,0,1,3,2,1,1,0,-1,1,2,-1,2,3,2,1,2,4,3,15,2,1
191,3,3,5,3,5,3,3,5,-1,1,0,2,2,4,0,2,2,2,1,3,2,0,1,3,-1,2,3,5,3,1,1,2,17,1,1
192,1,-1,5,5,4,3,3,2,2,3,1,3,3,5,0,3,4,0,0,2,4,3,3,2,1,2,4,4,5,2,2,4,24,2,1
193,0,5,5,4,5,4,2,2,1,1,0,2,2,4,0,0,3,2,0,3,1,0,2,2,1,1,4,4,4,3,3,4,15,2,1
194,0,2,4,0,3,3,2,4,4,4,4,3,5,5,1,2,1,1,3,4,1,1,0,3,1,2,1,4,2,2,2,0,27,1,2
195,0,3,2,5,4,5,1,1,3,5,2,3,5,5,1,-1,5,3,3,3,3,1,3,3,1,3,3,-1,4,0,5,3,39,2,2
196,4,4,5,3,5,4,2,3,1,4,3,2,3,4,0,1,5,5,0,4,4,2,2,4,2,5,4,3,4,2,5,5,23,2,1
197,5,5,4,3,4,5,2,3,5,4,3,2,2,5,0,3,4,4,5,4,3,1,3,1,1,3,1,5,5,3,4,4,24,1,1
198,3,4,3,3,4,4,2,1,3,5,4,5,3,3,-1,1,4,5,4,5,2,3,2,3,1,2,4,1,4,1,3,4,65,2,1
199,3,0,4,5,4,1,3,3,1,3,1,2,3,5,1,3,5,2,2,2,5,1,1,2,-1,3,1,3,1,1,3,4,24,2,2
200,2,1,5,2,5,4,4,5,3,1,2,3,3,4,-2,3,5,5,3,3,5,2,1,5,-1,4,3,-1,4,3,5,1,54,1,1
201,-1,1,1,1,3,1,-1,2,1,1,1,1,1,5,-1,-1,1,1,-1,1,1,0,0,1,-1,1,1,-1,1,1,-1,1,15,2,2
202,2,4,5,3,5,4,4,5,4,2,3,1,3,5,3,3,4,3,4,5,4,4,3,4,4,4,3,5,3,5,3,5,30,1,1
203,5,5,5,4,3,3,1,4,4,3,1,5,1,4,0,2,5,4,2,4,3,1,1,1,4,4,3,4,4,3,3,5,17,3,1
204,1,2,5,1,3,4,3,2,0,1,1,3,2,5,0,3,3,3,0,2,4,1,2,3,0,1,2,5,3,3,5,1,22,1,1
205,2,2,5,3,5,4,3,5,2,3,1,2,5,5,3,3,5,4,1,5,5,5,3,2,-1,3,2,5,4,5,4,4,28,3,1
206,2,5,4,3,5,4,2,3,4,5,4,5,5,5,4,2,5,5,3,5,5,1,4,3,1,5,3,3,5,5,5,4,19,1,1
207,4,4,5,5,5,5,3,5,5,2,3,2,3,5,0,3,5,4,3,4,2,2,2,3,3,3,4,4,4,3,5,4,27,2,1
208,-1,1,2,4,3,1,2,3,2,1,-1,1,2,4,-1,0,2,-1,0,4,1,-1,1,3,2,1,2,2,1,0,2,1,17,2,2
209,0,0,2,1,3,3,2,0,-1,1,-1,3,4,5,2,3,3,3,0,2,5,4,3,1,-2,2,3,4,0,4,4,0,24,1,2
210,-1,5,1,1,3,3,3,1,1,3,1,3,5,5,1,3,5,1,3,1,3,3,3,3,1,3,3,5,3,2,3,5,20,2,2
211,3,5,5,4,4,4,4,3,4,3,0,2,3,5,-1,2,5,3,1,4,2,2,1,2,-1,3,4,5,4,2,3,5,18,2,1
212,2,1,3,4,1,2,1,1,3,2,1,2,3,5,1,1,2,1,2,1,4,1,1,2,-2,3,3,3,3,1,2,2,22,2,2
213,3,5,5,4,4,5,3,2,3,1,2,1,2,5,-1,0,3,5,2,3,3,2,3,1,0,3,1,3,4,0,5,3,16,2,1
214,2,3,3,2,4,2,2,1,1,1,1,2,0,5,0,-1,5,5,1,4,5,-1,1,4,0,5,5,5,1,3,3,4,14,2,1
215,0,5,5,4,4,4,2,2,2,1,1,1,3,4,0,1,5,2,0,3,2,1,1,1,1,2,4,5,3,2,4,3,17,2,1
216,2,4,3,3,3,2,3,2,0,1,2,1,0,4,0,0,3,1,0,3,2,0,1,2,0,3,3,4,0,1,3,2,14,2,2
217,3,5,5,5,5,5,3,1,3,5,5,1,3,5,1,1,5,3,5,3,5,3,3,5,2,1,3,1,3,3,1,5,52,2,1
218,5,5,4,2,5,5,3,4,3,5,5,5,4,5,3,3,5,3,5,5,5,1,2,5,1,5,3,4,4,4,5,4,51,1,1
219,1,1,5,3,5,3,3,3,-1,-1,2,3,3,3,-1,3,3,3,3,5,3,5,3,3,-1,-1,3,3,1,1,1,1,32,2,1
220,0,3,3,5,3,3,3,3,-2,3,3,1,2,3,-1,3,5,1,1,0,1,-1,1,1,0,0,5,5,1,1,2,1,20,2,2
221,1,5,3,2,5,5,2,2,2,2,1,2,3,4,0,3,5,4,3,4,4,1,0,2,0,3,3,3,3,3,5,4,23,1,1
222,2,2,5,2,4,3,1,5,2,2,1,3,2,5,0,0,4,4,2,1,4,4,1,2,-1,4,2,4,4,3,1,3,16,1,1
223,-3,3,5,3,1,5,3,3,1,3,3,1,3,3,-3,1,1,5,1,5,5,1,3,1,-1,3,1,3,1,5,3,3,44,1,1
224,3,4,5,2,5,4,1,2,3,2,2,2,5,5,1,2,5,4,1,3,4,1,1,2,1,2,2,5,4,2,4,2,15,2,1
225,3,5,4,4,3,3,3,3,2,-1,1,4,4,5,1,2,5,3,1,5,5,2,2,1,1,4,3,3,5,3,4,5,18,2,1
226,1,0,3,3,4,3,3,4,3,5,4,3,5,5,2,1,4,4,1,2,4,2,3,2,-2,3,3,4,3,5,4,0,27,1,2
227,1,2,5,3,4,4,3,5,-2,3,2,4,4,5,0,3,4,4,3,5,4,3,3,4,1,3,3,5,3,2,4,1,29,1,1
228,1,3,5,4,5,3,1,3,2,0,3,3,3,5,-1,2,5,4,3,3,5,4,2,3,-1,4,2,3,3,3,4,4,22,2,1
229,5,1,3,2,5,5,5,5,3,1,2,1,2,4,-2,2,4,2,3,3,1,0,1,5,2,2,1,4,1,3,5,3,33,2,1
230,-1,3,1,1,1,-1,1,1,-3,1,-1,1,3,3,-3,3,3,-3,-1,-1,3,-1,1,3,1,1,1,3,-1,-2,1,3,21,2,1
231,1,3,5,2,5,4,3,5,3,2,2,4,5,4,1,2,2,3,1,4,5,0,-1,5,-1,3,2,4,5,5,4,1,23,1,1
232,3,5,4,3,5,5,3,4,5,5,5,5,3,5,4,2,5,5,1,5,5,2,4,5,2,5,3,1,4,5,3,5,51,1,1
233,4,1,3,0,5,5,2,2,3,5,3,4,5,5,2,3,4,3,0,0,5,5,5,3,3,5,1,0,2,4,5,4,37,1,2
234,3,2,3,2,5,5,2,2,5,5,5,5,3,5,2,4,3,3,1,4,5,2,3,3,0,5,1,3,4,4,4,2,31,1,2
235,2,-1,2,2,0,2,2,0,-1,0,0,-2,1,4,-2,-1,3,2,-3,3,1,1,1,4,0,0,0,0,-1,1,-1,-1,20,2,2
236,4,4,5,3,5,4,5,4,1,1,1,1,4,5,1,3,5,5,4,5,3,1,2,4,1,4,3,3,4,2,4,4,38,1,1
237,3,2,4,2,1,3,1,4,3,3,1,3,1,4,-1,1,2,5,1,3,4,2,2,1,1,3,3,4,4,2,4,1,17,1,1
238,1,0,2,2,3,1,3,1,2,2,4,3,5,5,0,2,3,0,1,0,3,2,1,0,2,2,1,5,0,0,0,1,22,1,2
239,0,2,3,2,4,3,1,1,3,5,5,1,5,4,-1,-1,3,4,1,1,5,1,-1,-1,1,5,2,5,3,2,2,2,20,1,1
240,0,2,3,3,3,1,1,2,0,-2,2,1,4,5,0,1,3,0,0,2,3,0,-3,1,0,2,0,0,0,1,0,0,15,2,2
241,3,3,4,2,5,4,4,4,3,3,4,5,4,5,0,3,5,4,4,5,5,1,3,4,1,5,4,4,4,3,4,5,49,1,1
242,0,3,4,3,3,3,-2,0,0,0,2,2,5,4,-1,1,5,4,-1,2,1,1,1,1,-1,3,3,4,1,0,3,2,17,2,1
243,3,1,5,3,3,5,3,1,3,5,3,3,3,3,-3,1,5,5,3,3,1,3,1,1,1,-1,1,-1,3,1,5,5,39,2,2
244,1,1,5,2,5,4,2,3,2,1,3,3,4,5,0,3,4,4,0,3,5,1,4,2,-1,5,2,5,3,3,4,2,17,1,1
245,4,4,5,2,5,2,3,5,4,5,4,1,1,4,-1,3,2,3,4,4,4,4,2,3,2,4,4,5,3,3,4,3,20,1,1
246,-1,0,3,1,5,3,3,1,3,3,1,3,2,3,-1,-1,3,3,3,-1,3,-1,3,3,-1,-1,1,1,-3,1,1,-1,21,1,2
247,1,4,4,5,5,3,5,5,1,-1,0,2,3,4,0,1,4,3,1,3,3,1,2,2,1,2,3,2,5,2,5,3,24,2,1
248,0,3,5,4,5,4,2,2,4,2,4,3,3,4,-1,2,4,5,2,3,5,3,3,4,0,4,5,0,2,4,5,4,45,1,1
249,-1,0,5,4,5,3,2,4,3,3,4,1,4,5,3,3,2,4,1,5,3,3,2,4,0,4,2,5,2,5,3,2,20,1,1
250,2,1,5,3,5,4,4,3,2,2,3,2,0,3,0,0,4,5,3,5,5,0,3,4,0,3,3,2,3,2,5,1,35,1,1
251,4,5,5,2,5,4,4,3,3,1,4,2,3,4,0,1,4,3,3,4,2,0,3,5,1,3,3,3,3,2,4,2,31,2,1
252,1,2,4,1,5,2,2,0,3,5,5,5,3,5,3,3,3,3,3,4,5,0,5,3,2,5,4,0,3,5,4,3,48,1,2
253,5,5,5,3,4,5,2,5,5,5,5,5,4,5,1,2,5,4,3,3,2,3,2,5,4,5,4,4,4,3,5,4,28,1,1
254,3,5,5,4,5,5,4,5,5,5,3,5,3,5,1,2,3,5,0,5,4,1,3,5,0,4,2,2,4,5,5,3,43,1,1
255,1,5,5,3,2,4,2,2,1,1,0,2,2,5,0,1,5,4,0,3,2,1,1,1,2,2,3,4,4,3,4,4,15,2,1
256,3,5,4,5,5,2,1,3,1,1,1,3,3,5,1,1,5,1,1,1,3,3,3,-1,3,3,1,3,3,1,3,5,19,2,1
257,2,2,3,3,5,5,4,3,0,1,2,3,1,4,0,2,5,5,1,3,5,1,1,5,-1,5,5,0,3,1,5,3,47,1,1
258,3,5,5,4,5,3,4,3,4,4,3,3,5,5,2,3,5,5,5,5,5,3,3,5,3,5,3,5,4,5,5,4,40,1,1
259,5,3,4,3,5,4,2,1,4,4,2,4,3,4,2,-2,5,4,5,5,4,0,1,2,-1,4,2,3,3,2,3,4,53,2,1
260,0,0,4,3,1,3,3,5,1,1,1,2,2,4,-1,3,2,2,0,0,2,5,0,3,0,2,2,4,2,3,1,1,18,1,1
261,3,3,5,4,3,2,3,2,2,0,0,3,1,4,-1,2,4,2,1,1,3,1,2,2,3,3,2,4,3,2,2,2,17,2,1
262,5,3,5,5,5,4,2,2,2,0,2,3,2,5,0,2,5,5,1,5,2,2,1,3,0,4,3,4,5,3,4,5,20,2,1
263,1,0,4,4,5,5,1,-1,3,3,3,3,5,5,5,3,3,3,2,3,5,5,3,2,-1,5,2,2,1,5,1,2,36,1,2
264,1,1,5,4,2,5,3,4,1,2,2,1,4,5,1,3,2,2,2,4,3,0,2,5,0,4,4,3,2,3,4,0,31,1,1
265,2,2,5,1,3,3,1,5,5,5,3,3,5,5,0,3,4,5,3,3,5,3,3,1,1,3,3,3,3,3,4,1,18,1,2
266,3,3,5,5,5,5,5,5,-3,5,1,3,3,5,-1,2,4,3,3,5,5,1,1,3,0,1,1,3,3,3,5,5,49,2,1
267,3,3,2,4,5,3,3,5,2,2,2,3,1,4,-1,1,2,0,-1,3,2,0,2,1,-1,0,1,5,3,1,5,2,17,2,1
268,5,3,5,3,5,5,3,5,3,3,3,3,3,5,1,3,3,5,3,5,5,3,1,1,1,1,1,5,3,1,5,3,23,1,1
269,4,5,5,5,5,5,3,5,4,5,3,3,2,5,2,4,5,4,3,5,4,1,3,4,4,4,3,3,4,3,5,4,36,2,1
270,5,3,5,3,5,4,4,3,0,3,3,1,3,5,0,2,5,5,2,5,5,1,3,1,2,2,2,4,4,3,5,2,24,2,1
271,3,4,5,4,5,4,3,5,0,1,3,1,3,3,0,1,5,5,4,3,3,0,3,3,0,1,2,2,4,3,5,4,30,2,1
272,4,5,5,5,5,5,5,3,3,5,1,3,3,4,-2,2,5,5,4,5,5,3,2,3,2,2,3,5,4,4,5,5,43,2,1
273,5,5,3,3,5,5,3,3,5,5,5,5,3,3,-1,4,5,5,5,5,3,3,3,5,3,5,3,1,5,3,5,5,66,1,1
274,4,5,5,3,3,4,5,5,5,5,3,5,3,5,2,3,5,5,3,5,3,3,1,5,3,4,3,5,4,4,4,3,21,1,1
275,1,1,5,3,5,1,5,5,2,-1,3,3,3,5,1,1,4,3,3,5,5,1,3,5,-1,2,0,3,5,5,5,3,45,1,1
276,3,0,3,3,5,3,5,4,0,0,2,2,0,4,0,1,4,5,3,4,4,1,1,5,1,4,2,3,3,3,4,2,44,2,1
277,4,5,5,5,5,4,3,1,1,3,2,2,0,4,0,0,5,4,3,0,1,-1,1,5,2,3,3,1,3,-1,5,4,78,2,1
278,-1,0,4,4,1,1,0,0,-1,2,2,1,3,5,0,1,3,1,1,4,4,0,2,1,2,2,3,3,2,2,3,2,22,2,2
279,3,5,5,3,5,5,3,5,0,1,-1,1,3,3,0,1,3,1,3,5,3,0,5,3,1,2,3,4,3,1,5,4,24,2,1
280,0,3,5,2,5,4,2,4,4,5,5,3,2,5,1,1,4,4,2,1,3,5,5,2,1,3,3,5,5,3,3,3,19,1,2
281,4,5,5,2,5,3,4,3,5,4,2,3,5,5,1,3,5,4,2,4,4,4,3,5,3,4,3,5,4,3,5,3,21,2,1
282,2,2,4,3,5,5,4,1,3,3,5,1,5,5,1,4,3,5,0,5,5,4,3,3,-1,2,3,3,4,3,3,4,51,1,1
283,0,-1,2,3,2,2,2,1,3,5,1,2,2,5,-2,2,1,0,0,0,2,0,0,2,-1,1,1,3,1,0,0,1,22,2,2
284,4,3,5,4,5,4,5,5,5,3,1,3,2,5,-1,1,3,5,1,5,5,4,1,3,2,4,1,5,3,3,4,3,24,1,1
285,1,2,4,3,3,4,2,3,3,5,5,0,3,5,3,1,5,4,3,4,4,4,4,2,1,3,2,5,4,2,2,3,19,1,1
286,3,5,5,3,5,5,3,3,1,-1,3,2,1,3,-5,3,3,1,-1,3,3,1,3,3,1,1,2,5,3,1,5,0,15,1,1
287,2,4,5,2,4,4,1,1,3,3,0,1,5,5,-1,3,5,2,3,3,4,2,1,1,2,2,3,3,4,3,2,4,25,2,1
288,1,-1,5,1,5,3,3,5,3,5,3,5,5,5,3,5,5,3,1,1,5,3,1,3,-1,5,1,3,3,3,3,3,21,1,1
289,1,3,4,2,4,2,2,4,3,4,4,2,4,5,0,2,2,2,3,0,3,5,3,3,1,4,1,5,2,3,2,1,17,1,1
290,3,3,5,3,3,5,1,1,5,5,5,3,3,5,-3,3,5,5,5,5,5,5,3,3,-1,3,3,3,3,1,5,5,56,1,1
291,1,0,3,4,3,3,2,1,3,-1,1,4,1,5,0,2,4,3,0,2,2,0,0,1,1,1,1,-3,0,2,1,1,15,2,2
292,1,4,4,4,4,3,4,0,1,1,0,3,0,4,0,3,4,2,0,3,3,0,1,0,0,2,3,3,0,-1,4,0,17,2,1
293,4,1,4,2,4,4,3,3,3,2,2,0,5,5,0,2,5,2,2,3,2,3,2,2,1,2,3,2,4,3,3,4,33,2,1
294,3,3,4,3,4,3,3,3,5,5,5,5,5,5,5,4,3,5,3,4,5,3,3,4,-1,4,3,4,4,5,3,4,41,1,2
295,1,4,4,2,3,3,0,4,5,3,5,5,5,4,0,1,4,2,5,3,5,3,4,4,0,2,3,3,3,3,2,1,20,1,1
296,1,2,5,5,5,4,1,3,3,3,1,3,5,5,2,4,5,5,1,5,5,1,0,3,1,4,2,5,4,5,4,3,44,1,1
297,4,3,5,4,3,4,3,5,3,4,4,2,4,5,2,4,5,3,5,5,3,2,2,5,0,4,4,3,2,5,5,4,32,1,1
298,3,1,5,3,3,3,4,3,5,3,1,3,-3,5,1,1,1,3,1,3,5,3,3,3,-1,3,3,5,3,3,3,1,16,1,1
299,4,4,4,5,5,4,4,4,1,0,2,1,-1,2,-3,1,5,3,3,4,4,-1,1,4,-1,2,3,3,1,2,4,3,44,2,1
300,3,1,3,1,5,5,5,5,1,1,1,1,3,3,-1,-1,1,5,-1,1,3,1,3,1,1,1,1,5,3,1,5,1,18,1,1
301,0,2,1,5,2,2,1,1,1,3,2,1,4,5,0,1,5,2,3,3,2,1,1,0,0,2,1,3,2,2,1,3,27,2,2
302,3,3,5,3,5,5,3,5,5,5,3,3,3,3,-1,3,5,3,5,3,3,3,3,3,1,1,3,1,3,1,5,5,32,1,1
303,3,5,5,4,5,3,3,5,2,2,2,1,4,4,0,3,5,5,3,5,4,1,1,4,3,3,3,4,4,4,5,5,24,1,1
304,-1,5,3,3,5,4,3,3,1,3,1,1,5,5,-1,3,5,1,1,2,3,5,1,1,-1,1,1,5,3,3,3,3,23,1,2
305,1,2,3,4,5,4,2,1,4,3,1,4,1,3,-2,1,4,1,2,1,4,-1,2,1,-1,3,3,2,3,1,4,0,23,1,2
306,1,1,5,1,5,3,5,1,-1,4,3,3,-1,3,0,3,3,1,1,3,5,0,-1,5,-1,3,3,-1,3,1,4,5,51,1,1
307,2,3,3,2,4,4,2,3,2,4,3,4,3,5,1,3,5,5,2,4,4,1,3,4,0,3,2,4,4,1,4,2,25,1,1
308,5,2,5,3,5,4,4,3,3,5,5,5,2,5,1,2,5,5,1,5,4,1,3,5,1,3,1,2,4,5,3,5,72,1,1
309,1,3,5,3,5,5,1,5,5,5,1,5,3,5,-3,1,5,3,3,3,5,3,1,3,1,5,1,5,-1,5,3,3,22,1,1
310,0,5,4,5,2,3,1,2,1,3,3,1,3,5,0,2,5,4,3,1,2,2,1,1,-2,2,3,3,2,3,3,4,18,2,1
311,4,4,4,3,5,4,3,5,5,5,3,5,5,5,1,3,5,4,5,5,4,2,2,5,3,5,4,5,4,5,2,5,34,3,1
312,4,5,5,5,5,3,3,5,3,3,3,3,5,5,-1,3,5,2,2,3,3,0,-1,3,1,2,3,5,3,3,3,4,19,2,1
313,3,3,5,3,5,4,4,4,1,1,1,3,2,5,1,4,5,3,0,5,5,4,3,1,2,4,2,4,4,5,4,4,26,1,1
314,2,0,2,1,3,2,1,0,1,1,3,2,-1,5,3,-1,3,1,0,2,3,-2,1,0,-1,2,1,1,0,2,2,0,26,2,2
315,2,4,5,1,5,5,3,4,1,1,2,1,-1,4,-1,2,5,3,4,5,4,2,0,4,0,2,2,4,5,2,5,5,26,2,1
316,2,3,3,4,3,2,3,0,2,5,2,3,3,5,3,0,0,3,1,3,5,2,0,5,-1,3,2,3,3,2,1,0,54,1,2
317,3,4,5,4,5,5,5,5,1,2,2,3,0,4,0,1,5,3,5,4,2,2,4,5,0,3,3,4,3,3,5,4,39,2,1
318,4,2,4,2,1,4,4,4,1,1,1,2,3,5,0,3,4,4,4,4,5,2,2,3,0,4,3,4,3,3,3,1,26,1,1
319,1,2,4,5,5,4,2,2,3,4,4,3,3,4,1,1,3,3,0,2,5,0,2,2,1,4,2,2,3,4,2,3,20,2,2
320,4,5,5,3,4,3,3,5,4,3,3,1,5,5,3,3,5,3,3,5,4,2,3,5,5,4,4,5,4,5,3,2,30,1,1
321,1,1,5,1,5,5,2,3,4,4,3,3,1,5,1,1,5,4,3,3,5,2,2,1,-3,4,1,5,4,4,5,3,21,1,1
322,2,1,2,1,2,1,1,1,-3,5,4,3,3,5,0,1,2,3,0,4,3,5,1,2,-1,2,1,4,2,3,3,1,23,1,2
323,2,3,4,3,2,3,2,4,3,4,3,0,3,5,0,2,3,3,1,2,3,1,2,2,1,3,3,4,2,3,1,3,18,1,1
324,2,3,5,4,5,5,4,4,2,0,1,1,1,4,0,3,5,4,2,5,3,3,0,1,0,3,4,3,4,3,4,4,27,2,1
325,0,1,3,0,4,2,2,1,1,2,2,3,5,5,2,3,2,2,0,2,5,3,2,2,-1,3,1,4,-1,5,3,1,19,1,2
326,1,2,4,1,4,4,1,2,2,2,3,2,4,5,1,3,5,3,1,2,4,1,0,2,0,2,2,4,2,4,2,0,26,1,2
327,1,1,3,1,4,1,1,3,1,5,3,2,3,5,0,0,3,4,4,1,2,5,3,2,-1,4,2,3,5,2,0,0,18,1,2
328,2,3,5,3,5,3,3,5,-2,2,1,3,5,5,0,4,3,2,1,2,3,1,1,3,1,4,2,5,2,2,3,2,20,1,1
329,1,5,5,4,4,4,5,5,1,2,1,3,3,5,0,2,5,4,1,4,5,1,1,1,1,3,2,3,4,1,5,3,19,2,1
330,5,5,4,3,5,5,5,4,3,4,2,4,1,5,0,2,5,5,4,5,2,2,3,5,2,4,4,3,5,3,5,5,46,2,1
331,3,1,5,3,3,5,3,5,-2,0,3,0,3,4,0,0,5,4,3,3,3,0,2,2,-1,1,3,4,1,2,5,4,29,2,1
332,3,5,5,5,5,5,4,4,5,3,5,3,2,5,0,3,5,5,4,3,5,2,2,3,2,2,3,4,5,4,5,4,22,2,1
333,3,4,4,4,5,4,4,4,2,2,3,0,2,5,1,3,5,4,3,3,5,1,1,4,4,4,4,5,4,3,3,4,20,2,1
334,5,5,5,3,5,4,3,3,4,-1,1,1,-1,4,-1,0,5,2,3,3,5,3,2,2,1,3,3,3,3,3,3,3,20,2,1
335,3,1,3,3,0,3,0,2,5,3,0,0,4,5,2,0,0,2,1,1,3,0,1,3,1,0,3,4,2,4,1,1,24,1,2
336,-1,0,3,3,5,3,4,5,5,3,1,1,4,5,1,2,-1,3,2,3,3,3,1,3,-1,2,1,5,1,2,4,3,25,1,1
337,-1,1,5,3,5,4,1,5,1,3,4,5,5,5,2,4,4,4,3,3,5,5,2,3,0,5,3,3,3,5,3,3,21,1,1
338,3,3,5,5,5,5,3,5,1,3,3,3,1,3,0,1,5,5,3,3,5,1,1,3,1,2,1,3,3,1,5,3,39,2,1
339,3,5,4,2,2,1,2,2,1,2,2,2,3,4,-2,3,4,4,4,4,2,-1,0,0,3,3,3,3,2,1,4,4,25,0,1
340,-1,1,5,1,3,3,1,1,5,5,3,5,1,5,-3,1,3,1,-1,3,5,3,3,-1,1,5,5,5,1,-1,3,3,17,1,2
341,4,5,4,3,5,4,3,2,5,5,3,3,3,4,0,0,4,2,0,4,5,1,1,1,4,2,4,4,0,1,5,5,19,2,1
342,3,2,4,4,5,5,3,3,4,5,5,5,5,5,5,2,5,5,3,5,5,4,3,5,0,5,2,4,4,5,3,4,60,1,1
343,1,2,4,2,4,3,4,2,5,5,5,4,2,5,0,4,3,3,1,1,5,2,3,3,0,4,3,5,3,5,4,1,24,1,2
344,1,0,3,3,5,5,5,4,-1,-1,1,1,3,5,2,4,3,5,0,3,5,1,2,1,-3,2,3,5,4,3,5,2,21,1,1
345,5,4,5,4,5,3,4,5,5,5,4,5,4,5,0,0,4,3,5,5,4,5,3,5,2,3,2,5,4,3,4,2,21,1,1
346,3,5,5,5,5,4,3,3,4,5,2,3,3,4,-2,0,5,4,3,4,3,1,1,4,0,0,3,1,5,1,2,5,50,2,1
347,1,2,5,4,1,4,3,3,1,2,1,1,4,5,1,3,5,4,2,2,4,3,1,3,0,4,3,5,5,3,3,3,22,1,1
348,2,4,5,4,5,4,4,5,3,5,4,5,5,5,3,5,4,3,5,2,5,5,3,3,-2,5,3,5,3,5,5,2,23,1,1
349,1,3,4,3,5,4,5,5,1,5,3,5,3,4,1,1,3,4,2,5,4,1,2,5,0,2,3,4,4,4,4,3,29,1,1
350,4,1,3,0,1,2,-2,2,1,-1,2,3,4,4,1,1,2,4,-1,2,4,0,1,3,0,2,2,2,1,2,1,0,22,1,2
351,2,3,3,2,5,3,2,2,-1,0,2,2,2,4,0,2,4,1,1,4,0,0,2,0,3,2,1,4,3,2,2,4,15,2,1
352,-1,1,3,1,5,5,1,-1,5,5,5,5,5,5,1,1,3,1,3,1,5,-1,3,1,1,3,2,3,3,1,3,1,48,1,2
353,0,1,4,3,1,4,3,3,1,4,3,1,5,5,5,3,4,4,1,3,5,3,3,2,1,4,3,5,3,4,2,2,21,1,1
354,2,4,4,2,4,4,4,3,0,0,2,2,3,4,0,0,5,4,1,5,4,0,1,3,1,4,4,3,4,4,4,4,47,2,1
355,2,3,4,2,4,4,1,2,0,1,3,3,2,5,0,2,3,3,3,2,4,1,0,2,0,3,2,4,2,3,5,2,24,1,1
356,4,3,4,3,5,5,3,3,3,5,2,3,3,3,0,1,5,4,-1,5,4,1,3,4,1,4,2,4,5,2,5,4,66,2,1
357,0,3,3,3,3,3,1,3,0,2,2,2,5,5,1,3,2,3,0,2,3,0,2,2,1,2,3,3,3,3,3,3,18,2,2
358,-1,1,3,5,5,5,3,1,1,1,3,3,3,5,3,3,5,3,1,5,3,-1,1,1,1,1,1,1,3,1,5,3,37,2,1
359,3,1,4,3,0,3,3,1,4,4,2,3,3,4,1,1,4,1,3,4,-1,0,2,3,1,2,1,3,0,1,2,1,40,2,2
360,1,2,5,2,5,3,3,4,5,5,3,5,5,5,3,2,5,3,3,2,5,4,5,4,-3,4,2,3,3,1,3,2,36,1,2
361,3,3,4,3,3,3,4,5,5,5,5,5,3,5,3,3,5,5,1,5,5,3,3,3,1,5,3,5,5,3,5,4,24,1,1
362,2,2,5,5,5,5,3,5,2,2,1,3,1,4,-4,2,5,3,1,5,2,1,2,5,-1,2,2,4,3,3,5,5,45,2,1
363,-1,-1,3,1,5,3,3,3,5,5,5,3,3,5,-3,1,-1,3,1,3,5,3,5,3,3,3,1,5,3,1,3,1,21,1,2
364,-1,-1,1,3,3,3,0,1,3,5,5,5,1,5,-1,1,3,3,5,3,3,1,2,1,-1,1,-1,-1,1,3,1,1,43,1,1
365,3,5,5,4,5,5,4,3,3,1,3,3,2,4,-2,-1,3,4,3,4,3,1,1,1,-1,2,3,4,4,3,3,4,16,2,1
366,-1,3,4,2,4,2,5,1,0,3,0,5,2,5,1,3,2,2,-1,4,3,2,3,3,2,1,2,4,3,0,-2,1,17,1,1
367,3,4,4,5,4,4,5,3,3,3,1,-1,3,5,-1,-2,5,1,2,2,5,0,3,5,1,3,3,3,4,3,5,5,52,2,1
368,-1,-3,5,1,3,5,3,1,3,-1,1,1,3,3,1,1,1,1,1,2,3,3,3,1,1,5,1,5,5,1,2,1,14,1,1
369,2,3,3,3,3,3,1,3,4,4,3,3,1,5,0,2,3,1,-1,1,3,0,4,2,3,2,2,1,0,1,1,0,19,2,2
370,1,3,2,2,5,4,3,2,3,5,4,3,3,5,5,1,3,2,1,4,3,5,2,2,1,3,3,4,1,4,5,0,20,1,2
371,1,3,3,2,5,3,4,-1,3,5,4,5,5,5,2,3,1,2,2,2,5,4,2,1,2,5,-1,3,2,4,3,2,25,1,2
372,0,2,4,2,4,1,1,2,1,4,1,2,2,4,-1,0,3,3,3,1,4,1,2,1,2,3,2,1,4,2,3,3,26,1,1
373,3,3,5,3,5,4,5,4,3,4,2,3,2,4,-1,3,4,4,1,5,5,4,2,5,1,2,3,2,4,2,4,3,44,1,1
374,-1,3,3,3,3,1,4,5,3,3,1,3,-1,3,-3,1,1,3,3,3,3,3,4,5,-3,1,3,1,3,3,5,1,23,1,2
375,-1,0,0,2,3,1,1,2,0,2,3,3,3,4,2,0,2,2,2,2,4,0,1,0,0,1,3,1,2,0,2,4,24,2,2
376,2,1,5,3,5,4,3,5,0,3,4,2,3,5,4,4,5,5,1,4,5,3,3,3,0,4,3,0,3,4,4,5,41,1,1
