,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize
81,5.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,5.0,1.0,5,5,6,5,7,6,6,5,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,20,1,12,3,30,1,1,2
82,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,6,4,6,1,7,4,6,1,5,2,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,2,52,1,2,2,60,2,1,2
83,4.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,6,6,2,3,7,5,6,5,6,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,3,3,1,2,28,1,1,2,60,1,1,4
84,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,5.0,3,5,7,1,6,7,1,2,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,25,3,1,5,60,2,1,4
85,3.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,3,5,3,2,7,5,6,5,7,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,38,1,2,1,60,2,1,2
86,1.0,2.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,1.0,2,1,6,6,4,5,7,6,3,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,1,27,1,1,1,10,2,2,2
87,4.0,3.0,4.0,3.0,4.0,1.0,2.0,5.0,5.0,2.0,1.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,5.0,3.0,4,3,6,7,6,7,7,6,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,2,28,1,1,1,70,1,1,3
88,5.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1,7,7,4,7,7,3,3,7,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,2,23,1,1,5,70,1,1,1
89,5.0,4.0,3.0,3.0,5.0,3.0,1.0,4.0,3.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,5.0,7,1,4,1,4,3,7,7,6,2,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,4,3,2,1,58,1,6,1,30,1,3,4
90,4.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,6,7,4,1,6,7,2,4,7,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,2,2,1,1,34,1,2,1,60,2,3,3
91,5.0,4.0,4.0,3.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,5.0,5.0,6,7,6,2,5,3,2,1,6,4,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,3,1,1,1,22,1,2,1,60,1,1,2
92,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,6,6,6,6,5,4,6,3,3,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,4,1,2,1,28,2,1,1,60,1,1,2
93,5.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2,3,4,6,7,5,1,6,5,4,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,3,1,1,2,26,1,12,1,70,2,1,4
94,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,7,1,6,1,7,7,7,1,7,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,3,1,1,1,35,1,1,1,60,1,1,4
95,4.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,4.0,3,2,6,1,5,6,6,3,7,2,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,4,2,1,1,56,1,6,1,60,1,2,2
96,5.0,5.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,5.0,5.0,1.0,3.0,3.0,2.0,5.0,5.0,4.0,1,6,4,2,6,7,4,2,6,2,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,1,2,38,2,2,5,60,2,1,2
97,1.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,2,6,2,6,6,6,5,5,2,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,1,37,1,12,1,60,1,1,2
98,5.0,4.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,5,7,3,5,7,5,5,6,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,2,17,1,2,1,60,2,1,2
99,1.0,1.0,1.0,5.0,1.0,5.0,2.0,1.0,5.0,4.0,3.0,1.0,1.0,2.0,4.0,3.0,5.0,5.0,4.0,1.0,7,5,6,1,7,3,7,1,7,6,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,3,1,2,25,1,2,1,70,1,1,2
100,3.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3,2,5,6,6,4,7,3,4,6,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,3,2,2,1,20,1,4,1,30,1,1,3
101,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,7,3,7,2,5,1,6,6,6,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,30,1,1,1,60,1,1,4
102,1.0,5.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,6,3,4,4,7,3,5,6,4,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,3,2,1,25,1,7,1,70,1,2,4
103,1.0,1.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,2.0,1.0,2.0,4.0,1.0,4.0,5.0,2.0,5.0,1.0,3,2,5,6,7,5,6,6,3,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,39,1,1,1,60,1,1,2
104,4.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,3,1,4,3,5,5,6,3,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,1,20,1,1,1,60,2,1,3
105,4.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,5.0,5.0,2.0,1.0,2.0,4.0,5.0,4.0,1.0,2.0,5.0,1.0,6,1,7,5,7,3,7,2,3,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,20,1,1,1,60,1,1,2
106,5.0,5.0,2.0,3.0,5.0,3.0,1.0,5.0,3.0,5.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,4.0,5.0,1.0,6,2,5,4,4,7,7,5,7,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,27,1,4,1,60,2,1,2
107,3.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,5.0,1.0,1.0,4.0,1.0,3.0,5.0,5.0,1.0,5,5,7,5,7,1,5,3,3,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,16,1,1,1,60,2,1,2
108,2.0,2.0,4.0,3.0,4.0,5.0,4.0,2.0,5.0,5.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,5.0,5.0,1.0,6,6,6,5,7,3,6,2,6,2,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,3,3,1,1,26,1,12,1,10,1,1,4
109,2.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,4,3,5,5,3,5,6,6,5,5,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,4,3,1,2,26,1,8,1,10,2,1,2
110,3.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,3.0,5.0,1.0,4.0,5.0,3.0,7,6,5,6,7,1,7,4,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,2,25,1,2,2,20,1,1,4
111,2.0,1.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,5.0,2.0,5.0,1.0,5,3,6,2,4,6,7,3,6,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,2,25,1,7,1,60,2,1,2
112,5.0,4.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,1.0,4.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,2.0,6,5,7,3,6,5,6,2,7,2,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,3,3,1,1,29,1,1,1,60,1,2,2
113,5.0,5.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,5.0,4.0,1.0,5.0,1.0,2.0,5.0,5.0,2.0,6,3,5,2,5,2,6,6,7,4,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,3,2,1,2,24,1,2,1,60,1,1,3
114,5.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,4.0,5.0,4.0,6,7,2,5,7,3,3,7,3,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,4,3,2,2,21,1,1,1,10,2,1,2
115,2.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,3.0,1.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,5,6,6,6,7,3,3,1,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,1,2,28,1,4,1,60,1,2,3
116,4.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,2,5,2,1,7,6,5,5,4,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,2,23,3,4,1,60,1,1,3
117,5.0,4.0,2.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,4.0,2.0,5.0,1.0,1.0,4.0,5.0,5.0,3,3,6,5,5,7,3,5,6,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,2,1,2,26,1,2,1,60,2,1,1
118,3.0,5.0,2.0,3.0,5.0,4.0,1.0,4.0,5.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,1.0,5.0,5.0,1.0,5,1,5,4,7,4,7,5,7,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,40,1,4,1,60,1,2,2
119,1.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,1.0,3.0,2.0,1.0,5.0,5.0,5.0,2.0,2.0,4,1,6,2,7,6,2,1,6,2,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,2,1,2,2,21,1,8,1,10,2,1,3
120,5.0,5.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,5.0,3.0,5.0,6,4,7,6,7,1,2,2,2,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,3,3,1,2,25,2,4,1,60,1,2,1
121,4.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,2,5,7,3,7,5,5,2,6,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,2,2,1,21,1,1,2,60,1,1,3
122,5.0,4.0,2.0,2.0,5.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,5.0,2.0,5.0,1.0,1.0,4.0,3.0,1.0,7,7,6,5,5,2,5,5,4,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,1,1,1,27,1,4,1,60,1,2,2
123,4.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,5.0,1.0,5.0,3.0,2.0,4.0,1.0,3.0,5.0,4.0,3.0,3,3,6,2,6,5,5,2,6,4,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,3,2,1,2,36,1,7,1,60,1,1,3
124,4.0,2.0,3.0,2.0,5.0,2.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,3,6,7,7,6,4,4,3,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,2,2,21,1,2,2,70,1,1,2
125,2.0,1.0,1.0,2.0,5.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,5,6,5,2,2,6,5,3,3,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,1,2,23,1,2,1,60,1,1,2
126,1.0,4.0,5.0,4.0,1.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,5.0,1.0,1.0,4.0,1.0,5,5,6,6,5,6,7,6,2,2,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,1,37,1,1,1,60,1,1,3
127,2.0,5.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,1.0,5.0,1.0,3.0,5.0,5.0,3.0,5,7,3,2,7,4,6,5,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,2,20,1,1,1,60,2,1,3
128,1.0,1.0,5.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,1.0,2,5,6,5,5,6,6,2,6,7,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,1,1,24,1,2,1,60,1,1,3
129,4.0,4.0,4.0,3.0,5.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,5.0,2.0,5.0,2.0,2.0,4.0,5.0,4.0,5,6,5,5,7,4,6,5,3,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,4,1,1,1,27,1,1,2,60,2,1,2
130,1.0,4.0,5.0,2.0,1.0,5.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,3.0,5,5,7,3,6,6,4,2,7,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4,1,1,1,56,1,2,1,60,2,2,3
131,1.0,4.0,1.0,3.0,4.0,1.0,1.0,4.0,5.0,4.0,2.0,1.0,4.0,3.0,4.0,1.0,3.0,5.0,5.0,2.0,6,5,4,5,6,5,5,5,5,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,1,2,28,1,2,3,60,2,1,1
132,5.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,3.0,5.0,1.0,2.0,5.0,5.0,2,5,7,4,7,5,5,1,6,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,2,1,26,1,2,4,50,1,2,3
133,4.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,3.0,5.0,5.0,6,4,4,1,5,3,2,1,7,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,32,1,6,1,60,1,1,4
134,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1,6,7,6,6,7,2,1,7,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,2,2,36,1,2,1,60,1,1,4
135,4.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,5.0,2.0,2,5,4,2,6,1,5,2,6,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,3,3,2,1,52,3,2,3,60,1,2,5
136,1.0,3.0,5.0,4.0,2.0,4.0,2.0,1.0,5.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,1.0,1.0,4.0,1.0,5,5,6,6,5,5,7,6,3,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,1,37,1,1,1,60,1,1,3
137,2.0,1.0,4.0,5.0,2.0,5.0,4.0,1.0,5.0,4.0,3.0,1.0,2.0,5.0,3.0,5.0,2.0,2.0,4.0,1.0,6,3,6,6,6,2,6,1,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,36,1,1,1,60,1,1,2
138,1.0,1.0,4.0,5.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,1,2,7,7,6,7,7,5,4,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,1,2,1,43,1,2,1,60,1,2,2
139,2.0,1.0,4.0,3.0,5.0,2.0,2.0,2.0,5.0,5.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1,5,5,3,6,2,7,5,3,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,50,1,1,2,60,1,2,1
140,5.0,2.0,2.0,5.0,5.0,2.0,2.0,1.0,5.0,2.0,1.0,5.0,4.0,1.0,4.0,5.0,5.0,1.0,5.0,1.0,5,6,7,3,7,6,7,1,6,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,3,3,2,1,38,1,2,1,30,1,1,1
141,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,2.0,6,5,5,3,6,3,6,4,5,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,3,2,1,44,1,2,1,30,1,3,2
142,4.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,1.0,4.0,5.0,4.0,3,5,7,2,6,5,6,1,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,2,34,1,2,1,60,0,0,1
143,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,2,2,5,5,7,6,6,5,5,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,2,2,1,39,1,6,1,60,1,2,1
144,2.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,5.0,2.0,2,3,5,4,7,6,5,3,4,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,41,1,2,1,60,1,2,2
145,3.0,4.0,2.0,2.0,4.0,2.0,1.0,5.0,2.0,2.0,1.0,5.0,4.0,1.0,5.0,2.0,1.0,4.0,5.0,3.0,6,5,6,2,6,5,6,4,6,2,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,2,1,1,1,18,1,7,1,60,2,1,3
146,2.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5,5,5,2,7,5,7,6,6,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,37,2,2,1,70,1,2,2
147,3.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,3.0,2.0,5.0,5.0,3.0,2,7,6,6,7,4,7,1,6,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,1,1,1,34,1,2,1,60,1,3,3
148,2.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,5.0,4.0,7,5,7,5,5,2,6,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,19,1,7,3,60,2,1,2
149,4.0,4.0,1.0,1.0,5.0,1.0,2.0,5.0,2.0,2.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,2,6,5,2,6,7,2,3,6,2,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,3,3,1,1,30,1,2,1,30,1,1,2
150,1.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,5.0,1.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,5.0,2.0,2.0,5,5,7,6,5,4,7,5,3,2,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,1,38,1,12,1,60,1,3,1
151,5.0,5.0,2.0,1.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,5.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,6,6,4,5,4,0,4,5,3,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,2,1,2,18,1,2,1,60,2,1,1
152,4.0,2.0,2.0,4.0,5.0,4.0,1.0,1.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,5.0,2.0,5.0,5.0,1.0,3,3,7,3,6,6,4,4,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,37,1,7,1,70,1,1,3
153,4.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,4.0,5.0,3.0,4,7,6,1,6,5,3,1,6,2,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,3,1,1,1,30,2,2,3,60,1,1,2
154,4.0,3.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,4,3,6,4,6,2,7,6,6,2,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,4,2,2,1,31,1,7,2,30,2,1,2
155,5.0,4.0,1.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,4.0,2.0,4.0,2.0,1.0,5.0,5.0,3.0,4,2,6,3,7,4,4,3,4,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,3,3,1,1,28,1,2,3,70,2,1,2
156,5.0,4.0,2.0,1.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,5.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,5,7,6,1,4,5,2,2,7,5,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,2,1,1,1,20,1,4,1,60,1,1,3
157,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,2.0,4,3,3,2,6,5,0,5,6,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4,2,1,1,39,1,2,1,60,2,1,5
158,4.0,4.0,5.0,2.0,5.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,5.0,4.0,1.0,2,5,6,6,6,2,6,5,3,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,31,1,4,1,60,1,2,2
159,4.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,2.0,5.0,3.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0,1,4,5,5,3,5,4,3,4,4,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,3,1,2,29,1,2,1,60,2,1,4
160,1.0,3.0,5.0,4.0,1.0,5.0,4.0,1.0,5.0,5.0,2.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,4.0,1.0,5,5,3,3,7,6,7,5,7,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,3,3,2,2,32,1,2,1,60,2,2,4
161,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,2,1,1,2,6,7,6,2,7,4,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,4,2,1,2,23,1,4,1,60,1,1,3
162,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,3.0,2,4,6,4,2,6,4,4,3,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,4,2,1,1,24,3,12,1,60,1,1,4
163,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,5.0,5.0,2.0,6,7,1,6,7,3,3,3,5,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,2,23,2,2,1,70,1,1,3
164,3.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,3.0,1.0,3.0,3.0,5.0,1.0,2.0,2.0,3.0,1,1,3,5,5,6,7,5,6,4,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,3,2,1,1,30,1,10,1,70,2,1,3
165,5.0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,7,7,7,7,7,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,4,2,1,1,43,1,7,1,30,2,1,4
166,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,6,2,6,4,6,2,6,2,3,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,2,2,1,33,1,1,1,60,1,1,2
